page,country,rev_id,Population mid-2018 (millions),prediction
Sardar Ridha Singh,India,741093977.0,1371.3,Stub
Syed Hussain Bilgrami,India,741225037.0,1371.3,Start
Ram Sathe,India,741263033.0,1371.3,Stub
Gaganvihari Lallubhai Mehta,India,741541041.0,1371.3,Stub
John Geekie,India,743806845.0,1371.3,Stub
Nihal Singh Takshak,India,743974915.0,1371.3,Start
Bindeshwari Prasad Verma,India,744275939.0,1371.3,Stub
Mayimama Marakkar,India,744562421.0,1371.3,Stub
Mohammad Majid Hussain,India,745561376.0,1371.3,Stub
R. Swaminatha Merkondar,India,747089933.0,1371.3,Stub
Suhasini Chattopadhyay,India,747242192.0,1371.3,Stub
V. K. Duggal,India,747263285.0,1371.3,Stub
Yashwant Singh (politician),India,748567593.0,1371.3,Stub
Monika Kapil Mohta,India,749034711.0,1371.3,Start
Vikram Sood,India,749084576.0,1371.3,Stub
Nadimul Haque,India,749155897.0,1371.3,Stub
A. M. Sahay,India,749326866.0,1371.3,Stub
Thengamam Balakrishnan,India,749354148.0,1371.3,Stub
Madan Bhatia,India,750629406.0,1371.3,Stub
Lala Hansraj Gupta,India,750640764.0,1371.3,Stub
Brajagopal Roy,India,751156832.0,1371.3,Stub
Lallan Prasad Singh,India,751266631.0,1371.3,Stub
Virendra Singh (Lokayukta),India,751308347.0,1371.3,Start
K. Punnaiah,India,751321785.0,1371.3,Stub
Manager Singh,India,751972699.0,1371.3,Stub
Donald Friell McLeod,India,752262036.0,1371.3,Start
Kalyan Das Jain,India,752804353.0,1371.3,Stub
O. Joy Singh,India,752833350.0,1371.3,Stub
Rafiq Ahmed,India,753235836.0,1371.3,Stub
Jyoti Khandelwal,India,753399588.0,1371.3,Stub
Lalit Mohan Gandhi,India,753992078.0,1371.3,Stub
Kurugondla Ramakrishna,India,754069400.0,1371.3,Stub
Nelavala Subrahmanyam,India,754076679.0,1371.3,Stub
G. Ganapati Sastriar,India,754110642.0,1371.3,Stub
Ram Nath Thakur,India,754527699.0,1371.3,Stub
Sridam Pal,India,755222236.0,1371.3,Stub
Saroj Mukherjee,India,755222720.0,1371.3,Stub
Brajamohan Jamatia,India,755224295.0,1371.3,Stub
Ramendra Chandra Debnath,India,755224960.0,1371.3,Stub
Sudhangshu Dasgupta,India,755225148.0,1371.3,Stub
Chandulal Patel,India,755627493.0,1371.3,Stub
V. Sivankutty,India,755794988.0,1371.3,Stub
Savita Gupta,India,755895559.0,1371.3,Stub
Sushma Singh,India,755895877.0,1371.3,Stub
Eken Riba,India,756023976.0,1371.3,Start
Hargovind Pant,India,757432747.0,1371.3,Stub
W. Kulabindu Singh,India,757634461.0,1371.3,Stub
Parvez Hashmi,India,758051315.0,1371.3,Stub
R. Lakshmanan,India,759567624.0,1371.3,Stub
S. Muthukaruppan,India,759567804.0,1371.3,Stub
T. Rathinavel,India,759573340.0,1371.3,Stub
SVSN Varma,India,759661223.0,1371.3,Stub
Prem Singh Tamang,India,759899434.0,1371.3,Start
Shekhar Dutt,India,760449447.0,1371.3,Start
M. M. Ismail,India,760487348.0,1371.3,Stub
Sundar Lal Khurana,India,760487381.0,1371.3,Stub
Political families of Tamil Nadu,India,760599350.0,1371.3,Start
Political families of Rajasthan,India,760608625.0,1371.3,Start
Political families of Kerala,India,760624699.0,1371.3,Stub
Jogendra Singh (politician),India,761006329.0,1371.3,Stub
Raghukul Tilak,India,761006382.0,1371.3,Stub
Navrang Lal Tibrewal,India,761007420.0,1371.3,Stub
Pankaj Gupta (politician),India,761160906.0,1371.3,Stub
M. Vaithianathan,India,761715082.0,1371.3,Stub
Hangmila Shaiza,India,762379528.0,1371.3,Stub
Ashok B. Gokhale,India,762551550.0,1371.3,Stub
Balwant Singh Thind,India,762869795.0,1371.3,Stub
Harnirpal Singh,India,763658724.0,1371.3,Stub
R. V. Janakiraman,India,764374988.0,1371.3,Stub
T. P. Chandrasekharan,India,765045490.0,1371.3,C
Zosiama Pachuau,India,765856753.0,1371.3,Stub
Gulam Rasool Balyawi,India,765965463.0,1371.3,Stub
Gunanand Pathik,India,766225250.0,1371.3,Stub
M.N. Jois,India,766234201.0,1371.3,Stub
Nihar Mukherjee,India,766262631.0,1371.3,Stub
Robert Romawia Royte,India,766466221.0,1371.3,Stub
P. R. Sudhakara Lal,India,766549749.0,1371.3,Stub
Ram Kumar Kashyap,India,766766179.0,1371.3,Stub
Imtikumzuk,India,766867424.0,1371.3,Stub
Thangjam Nandakishor Singh,India,766967944.0,1371.3,Stub
Varinder Singh Bajwa,India,767151456.0,1371.3,Stub
Raj Mohinder Singh Majitha,India,767151500.0,1371.3,Stub
Nakul Das Rai,India,767176041.0,1371.3,Stub
Sonam Gyatso Lepcha,India,767176094.0,1371.3,Stub
Golap Borbora,India,767197489.0,1371.3,Start
Binod Gowal,India,767198003.0,1371.3,Stub
Gunin Hazarika,India,767198047.0,1371.3,Stub
Radheshyam Biswas,India,767200784.0,1371.3,Stub
Sirajuddin Ajmal,India,767201049.0,1371.3,Stub
Moturu Hanumantha Rao,India,767355588.0,1371.3,Stub
K. A. P. Viswanatham,India,767442011.0,1371.3,Start
T. S. Patil,India,767490566.0,1371.3,Stub
M. Subramaniam,India,767572195.0,1371.3,Stub
Subrat Sahoo,India,767591238.0,1371.3,Stub
Bisahu Das Mahant,India,767597890.0,1371.3,Start
Mohan Lal Gupta,India,767975794.0,1371.3,Stub
Raoof Valiullah,India,768683139.0,1371.3,Stub
Mohammed Surti,India,768683541.0,1371.3,Stub
Zile Ram Chochra,India,768686718.0,1371.3,Stub
Ranjit Singh Chautala,India,768686720.0,1371.3,Stub
Vinod Bhayana,India,768686723.0,1371.3,Stub
Asha Kumari (politician),India,768687722.0,1371.3,Stub
Kalidas Nag,India,768755034.0,1371.3,Stub
Nityananda Mohapatra,India,769039973.0,1371.3,Start
Chandrashekhar Prasad,India,769119665.0,1371.3,Start
Chitlem Narsi Reddy,India,769130559.0,1371.3,Stub
Ananta Narcina Naik,India,769504790.0,1371.3,Stub
Govind Raghuchandra Acharya,India,769504881.0,1371.3,Stub
Avertano Furtado,India,769504974.0,1371.3,Stub
Mohinder Singh Chaudhury,India,769530606.0,1371.3,Stub
Jai Prakash Verma,India,769567371.0,1371.3,Stub
Khwaja Shams-ud-Din,India,769615004.0,1371.3,Stub
Jagdish Raj Dubey,India,769615091.0,1371.3,Stub
Sheikh Mustafa Kamal,India,769615320.0,1371.3,Start
Devi Das Thakur,India,769615334.0,1371.3,Stub
Nazir Ahmad Laway,India,769615410.0,1371.3,Start
Ghulam Mustafa Bhat,India,769617589.0,1371.3,Stub
Ghulam Mohammad Mir Magami,India,769618705.0,1371.3,Stub
S. A. Shamim,India,769620090.0,1371.3,Stub
Suresh Paswan,India,769621650.0,1371.3,Stub
Ram Chandra Sahis,India,769621787.0,1371.3,Stub
Umakant Rajak,India,769621793.0,1371.3,Stub
Jagannath Mahto,India,769621837.0,1371.3,Stub
Mumtaz Begum (politician),India,769630655.0,1371.3,Start
Suresh Keswani,India,769641902.0,1371.3,Stub
Women's Reservation Bill,India,770265831.0,1371.3,Start
Shriman Narayan,India,770300097.0,1371.3,Stub
Dilip Kumar Saikia,India,770350230.0,1371.3,Stub
Admiral K. Sangma,India,770580506.0,1371.3,Stub
Brening Sangma,India,770580584.0,1371.3,Stub
Masonsing Sangma,India,770580683.0,1371.3,Stub
Shivinder Singh Sidhu,India,770785890.0,1371.3,Stub
K. G. Kenye,India,771386645.0,1371.3,Stub
Vinod Kumar Grover,India,771664470.0,1371.3,Start
Phillipole Marak,India,771835254.0,1371.3,Stub
Khriehu Liezietsu,India,772135102.0,1371.3,Stub
Harish Chandra Singh Rawat (politician),India,772317998.0,1371.3,Stub
V. Chenthamarakshan,India,772709956.0,1371.3,Stub
S. B. Tambe,India,773555949.0,1371.3,Stub
Ashok Kumar Walia,India,773571501.0,1371.3,Start
Abdul Khaleque (Assamese politician),India,774012513.0,1371.3,Stub
Santosh Meena,India,774491511.0,1371.3,Stub
Yashodhar Phanse,India,774896841.0,1371.3,Start
Snehal Ambekar,India,775042583.0,1371.3,Start
Abdul Ghani Malik (politician),India,775457351.0,1371.3,Stub
Bosiram Siram,India,775631159.0,1371.3,Stub
Tangor Tapak,India,775631187.0,1371.3,Start
Santiuse Kujur,India,775636636.0,1371.3,Start
"Mir Laiq Ali Khan, Salar Jung II",India,775774630.0,1371.3,Stub
Lokanath Misra,India,776197785.0,1371.3,Stub
T Thangzalam Haokip,India,776198912.0,1371.3,Stub
Satyadev Katare,India,776475986.0,1371.3,Stub
Muhammad Akbar Khan (politician),India,776653040.0,1371.3,Stub
R. K. Chaudhary,India,777322086.0,1371.3,Stub
S. Pandi,India,777368063.0,1371.3,Stub
R. Srinivasan,India,777455129.0,1371.3,Stub
Shyamali Gupta,India,777508272.0,1371.3,Stub
Hari Krishna Shastri,India,777623116.0,1371.3,Stub
Onkar Singh (politician),India,777651279.0,1371.3,Stub
K. B. Lall,India,777909303.0,1371.3,Stub
K. C. Rastogi,India,777939801.0,1371.3,Stub
K. G. Ambegaonkar,India,777940645.0,1371.3,Stub
N. Rangaswamy,India,778419320.0,1371.3,C
Mohammad Sultan Tantray,India,778594387.0,1371.3,Stub
Pyarimohan Mohapatra,India,778598945.0,1371.3,Start
Bhaskar Tukaram Auti,India,778605969.0,1371.3,Stub
Debojeet Thaosen,India,778618827.0,1371.3,Stub
Kewal Singh Dhillon,India,778661491.0,1371.3,Stub
Haji Hussain Ansari,India,778768586.0,1371.3,Stub
K. D. Sharma,India,778783349.0,1371.3,Stub
K. Selvaraj,India,778783483.0,1371.3,Stub
Kanwal Sibal,India,778783779.0,1371.3,Start
Kihoto Hollon,India,778870925.0,1371.3,Stub
Madhukar Bhosale,India,778882962.0,1371.3,Stub
Murtaza Ahmed Khan,India,778907820.0,1371.3,Start
Parinay Phuke,India,778911531.0,1371.3,Stub
Vishnu Sadashiv Kokje,India,778914952.0,1371.3,Stub
Rajani Rai,India,778916079.0,1371.3,Stub
S. K. Bhatnagar,India,778923186.0,1371.3,Stub
Thangkhangin Ngaihte,India,778933957.0,1371.3,Stub
Akbar Hydari,India,779062330.0,1371.3,Start
Narain Singh (politician),India,779475289.0,1371.3,Stub
Sunil Singh (politician),India,779476840.0,1371.3,Stub
Lajja Ram (politician),India,779476976.0,1371.3,Stub
Sadabhau Khot,India,779542918.0,1371.3,Stub
Saryoo Singh,India,779581694.0,1371.3,Start
Brajbir Saran Das,India,779665711.0,1371.3,Stub
Arun Singh,India,779795100.0,1371.3,Start
Political families of Madhya Pradesh,India,779819115.0,1371.3,Start
Darshan Singh Kaypee,India,779939769.0,1371.3,Stub
Kuka Parray,India,780399858.0,1371.3,Stub
Anubhav Patnaik,India,780455934.0,1371.3,Stub
Political views of Subhas Chandra Bose,India,780625216.0,1371.3,B
Kamala Sinha,India,781604853.0,1371.3,Start
Parimal Nathwani,India,781815710.0,1371.3,C
Suman Patil,India,782032727.0,1371.3,Stub
Diwan Chaman Lall,India,782166820.0,1371.3,Stub
Allah Bux Soomro,India,782209943.0,1371.3,GA
Garikapati Mohan Rao,India,782226599.0,1371.3,Stub
Haji Abdul Salam,India,782233701.0,1371.3,Stub
Doman Singh Nagpure,India,782257988.0,1371.3,Stub
Maharaja Sir Kishen Pershad,India,782308382.0,1371.3,Stub
Iftikhar Khan (governor),India,782354268.0,1371.3,Stub
G. Raj Kumar,India,782436817.0,1371.3,Stub
Mukrand Rai,India,782477269.0,1371.3,Stub
K. Kannaiyan,India,782485801.0,1371.3,Start
Badal Patralekh,India,782631095.0,1371.3,Stub
Kamal Singh Narzary,India,782691758.0,1371.3,Stub
Political families of Uttar Pradesh,India,782768860.0,1371.3,Start
Manoj Pradhan,India,783261429.0,1371.3,C
Sukhdev Rajbhar,India,783505381.0,1371.3,Stub
Qudsia Begum,India,783597538.0,1371.3,Start
P. K. Banerjee (Indian diplomat),India,783625963.0,1371.3,Stub
Political families of Andhra Pradesh,India,783796404.0,1371.3,Start
Mahipal Shastri,India,784082773.0,1371.3,Stub
Meghraj Tawar,India,784334470.0,1371.3,C
Melhupra Vero,India,784397096.0,1371.3,Stub
P. V. Kurian,India,784634784.0,1371.3,Stub
Chakravarthi V. Narasimhan,India,784647544.0,1371.3,Start
Shahab-ud-Din Virk,India,784656510.0,1371.3,Stub
Abdul Haye,India,784656568.0,1371.3,Start
P. C. Bhattacharya,India,784789944.0,1371.3,Start
Uday Bhembre,India,784799587.0,1371.3,C
Kandula Obul Reddy,India,785060541.0,1371.3,Stub
Nagendra Nath Jha,India,785138921.0,1371.3,Stub
Thakur Ram Singh (revolutionary),India,785155525.0,1371.3,Stub
Nand Kumar Patel,India,785263010.0,1371.3,Start
Uday Mudliyar,India,785263204.0,1371.3,Stub
S.M. Siddaiah,India,785288787.0,1371.3,Stub
Sangram Yadav,India,785459160.0,1371.3,Stub
Chandra Prakash Choudhary,India,785509091.0,1371.3,Stub
Tirong Aboh,India,785792156.0,1371.3,Stub
Pasang Dorjee Sona,India,785792184.0,1371.3,Stub
Tatung Jamoh,India,785792198.0,1371.3,Stub
Nyamar Karbak,India,785792204.0,1371.3,Stub
Wanglin Lowangdong,India,785792222.0,1371.3,Stub
Punji Mara,India,785792227.0,1371.3,Stub
Mutchu Mithi,India,785792238.0,1371.3,Stub
Takam Pario,India,785792256.0,1371.3,Stub
Likha Saaya,India,785792287.0,1371.3,Stub
Wanglam Sawin,India,785792289.0,1371.3,Stub
Pani Taram,India,785792313.0,1371.3,Stub
Tsering Tashi,India,785792318.0,1371.3,Stub
Sudarshan Agarwal,India,785899430.0,1371.3,Stub
Thottakkattu Madhaviamma,India,786044577.0,1371.3,Stub
Narmada Akka,India,786112902.0,1371.3,C
Khalil ur Rahman (politician),India,786230150.0,1371.3,Stub
Datta Dalvi,India,786481109.0,1371.3,Stub
Najm-i-Sani dynasty,India,786538040.0,1371.3,Stub
Inder Pal Khosla,India,786591280.0,1371.3,Stub
Meera Deepak Yadav,India,786691702.0,1371.3,Stub
S. S. Kolkebail,India,786714076.0,1371.3,Stub
P. Selvie Das,India,786876040.0,1371.3,Stub
A. K. S. Usgaonkar,India,787142416.0,1371.3,Stub
Manmohan Malhoutra,India,787157759.0,1371.3,Stub
"Gandhi, Fighter Without a Sword",India,787357232.0,1371.3,Stub
Matters of Discretion,India,787357762.0,1371.3,Stub
Letters from a Father to His Daughter,India,787357964.0,1371.3,Stub
Nekkhomang Neihsial,India,787683163.0,1371.3,Stub
V. Venkatasubha Reddiar,India,787775041.0,1371.3,Start
"Political families of Punjab, India",India,788091312.0,1371.3,Start
Harmeet Singh Kalka,India,788225929.0,1371.3,Stub
Arti Mehra,India,788226101.0,1371.3,Stub
Praful Goradia,India,788226833.0,1371.3,Stub
Karan Dev Kamboj,India,788227720.0,1371.3,Stub
Rao Narbir Singh,India,788227958.0,1371.3,Start
Shamsheer Singh Manhas,India,788228676.0,1371.3,Stub
Mahesh Poddar,India,788229081.0,1371.3,Start
Sanjay Kakade,India,788231384.0,1371.3,Stub
Gangmumei Kamei,India,788232679.0,1371.3,Stub
Radhabinod Koijam,India,788232701.0,1371.3,Start
Khwairakpam Loken Singh,India,788232721.0,1371.3,Stub
Mohan Charan Majhi,India,788234283.0,1371.3,Stub
Vembaukum Sadagopacharlu,India,788238079.0,1371.3,Stub
Sami Venkatachalam Chetty,India,788238631.0,1371.3,Stub
Rahul Sinha,India,788289620.0,1371.3,C
Angad Singh,India,788422608.0,1371.3,Stub
Maya Kodnani,India,788467526.0,1371.3,C
Rajinder Beri,India,788482166.0,1371.3,Stub
Mirza Mohammad Afzal Beg,India,788622834.0,1371.3,Start
Subhash Pasi,India,788705779.0,1371.3,Stub
Sharad Vir Singh,India,788705855.0,1371.3,Stub
Somjibhai Damor,India,788706986.0,1371.3,Stub
Lalit Narayan Mishra,India,788709265.0,1371.3,C
Abdul Rashid Shaheen,India,788709582.0,1371.3,Stub
Sukhdev Singh Dhindsa,India,788713837.0,1371.3,Stub
Tek Lal Mahto,India,788714182.0,1371.3,Stub
Harcharan Singh Brar,India,788714542.0,1371.3,Start
Pusapati Vijayarama Gajapati Raju,India,788714613.0,1371.3,Start
K. L. Shrimali,India,788714784.0,1371.3,Stub
Prem Kumar Sharma,India,788714872.0,1371.3,Stub
Pratap Chandra Chunder,India,788715119.0,1371.3,Start
Brij Lal Varma,India,788715122.0,1371.3,Stub
Vishno Datt Sharma,India,788715322.0,1371.3,Stub
Ujagar Singh Sekhwan,India,788715449.0,1371.3,Stub
Prem Singh Chandumajra,India,788715891.0,1371.3,Start
Kamakhya Narain Singh,India,788716039.0,1371.3,Start
Aladi Aruna,India,788716246.0,1371.3,C
Dadichiluka Veera Gouri Sankara Rao,India,788719482.0,1371.3,Start
Surendra Mishra,India,788719515.0,1371.3,Stub
P. A. Antony,India,788719751.0,1371.3,Stub
Maulana Abdur Rahman,India,788719799.0,1371.3,Stub
Krishna Desai,India,788719883.0,1371.3,Start
Hassan Khan,India,788719990.0,1371.3,Start
Muhi Ram Saikia,India,788720612.0,1371.3,Stub
Liladhar Kotoki,India,788720617.0,1371.3,Stub
Neelalohithadasan Nadar,India,788720727.0,1371.3,Start
Pius Tirkey,India,788721039.0,1371.3,Stub
S. M. Banerjee,India,788721217.0,1371.3,Start
Chintaman Vanaga,India,788721241.0,1371.3,Stub
Kanwar Lal Gupta,India,788721424.0,1371.3,Stub
Manohar Lal Sondhi,India,788721427.0,1371.3,Stub
Gopal Mayekar,India,788721553.0,1371.3,Stub
Surendranath Dwivedy,India,788721884.0,1371.3,Start
Dhanaji Sitaram Ahire,India,788722058.0,1371.3,Stub
Thakur Baldev Singh,India,788722131.0,1371.3,Stub
Kinder Lal,India,788722306.0,1371.3,Stub
Maitreyee Bose,India,788722685.0,1371.3,Stub
Ramakant Angle,India,788722885.0,1371.3,Stub
Bhadreswar Tanti,India,788722887.0,1371.3,Stub
Kalyan Jain,India,788722918.0,1371.3,Stub
W. Wangyuh,India,788723375.0,1371.3,Stub
Mani Charenamei,India,788723378.0,1371.3,Stub
Madhu Koda,India,788723483.0,1371.3,GA
Harish Nagpal,India,788723730.0,1371.3,Stub
Hemlal Murmu,India,788723948.0,1371.3,Stub
Sajjad Gani Lone,India,788724171.0,1371.3,Start
Tarun Mandal,India,788724473.0,1371.3,Start
Rajan Sushant,India,788724675.0,1371.3,Stub
Anand Sen Yadav,India,788724982.0,1371.3,Stub
